word,times,first_date,last_date,first_president,last_president
again,30,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
again-not,1,1961-01-20,1961-01-20,John F. Kennedy,John F. Kennedy
against,43,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
age,14,1797-03-04,2009-01-20,John Adams,Barack Obama
aged,2,1825-03-04,1845-03-04,John Quincy Adams,James K. Polk
agencies,6,1889-03-04,1989-01-20,Benjamin Harrison,George Bush
agency,5,1789-04-30,1937-01-20,George Washington,Franklin D. Roosevelt
agent,3,1841-03-04,2005-01-20,William Henry Harrison,George W. Bush
agents,9,1817-03-04,1909-03-04,James Monroe,William Howard Taft
ages,11,1797-03-04,2021-01-20,John Adams,Joseph R. Biden
aggrandizement,3,1841-03-04,1921-03-04,William Henry Harrison,Warren G. Harding
aggravated,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
aggravation,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
aggregate,3,1837-03-04,1889-03-04,Martin van Buren,Benjamin Harrison
aggregations,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
aggression,11,1837-03-04,2001-01-20,Martin van Buren,George W. Bush
aggressive,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
aggressor,1,1953-01-20,1953-01-20,Dwight D. Eisenhower,Dwight D. Eisenhower
aggressors,2,1805-03-04,1861-03-04,Thomas Jefferson,Abraham Lincoln
agitate,2,1869-03-04,1989-01-20,Ulysses S. Grant,George Bush
agitated,2,1817-03-04,1853-03-04,James Monroe,Franklin Pierce
agitating,1,1869-03-04,1869-03-04,Ulysses S. Grant,Ulysses S. Grant
agitation,5,1801-03-04,1857-03-04,Thomas Jefferson,James Buchanan
agitations,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
ago,27,1821-03-04,2021-01-20,James Monroe,Joseph R. Biden
agonizing,1,1801-03-04,1801-03-04,Thomas Jefferson,Thomas Jefferson
agony,2,1913-03-04,1969-01-20,Woodrow Wilson,Richard Nixon
agree,8,1841-03-04,2013-01-21,William Henry Harrison,Barack Obama
agreeably,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
agreed,2,1825-03-04,1921-03-04,John Quincy Adams,Warren G. Harding
agreeing,1,1837-03-04,1837-03-04,Martin van Buren,Martin van Buren
agreement,4,1821-03-04,1989-01-20,James Monroe,George Bush
agreements,2,1933-03-04,1949-01-20,Franklin D. Roosevelt,Harry S. Truman
agricultural,10,1817-03-04,1933-03-04,James Monroe,Franklin D. Roosevelt
agriculture,17,1797-03-04,1969-01-20,John Adams,Richard Nixon
agriculturists,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
ahead,7,1937-01-20,2021-01-20,Franklin D. Roosevelt,Joseph R. Biden
aid,25,1809-03-04,2017-01-20,James Madison,Donald J. Trump
aided,5,1805-03-04,1949-01-20,Thomas Jefferson,Harry S. Truman
aids,6,1789-04-30,1993-01-20,George Washington,William J. Clinton
aim,7,1829-03-04,1953-01-20,Andrew Jackson,Dwight D. Eisenhower
aimed,3,1953-01-20,1985-01-21,Dwight D. Eisenhower,Ronald Reagan
aims,4,1837-03-04,2009-01-20,Martin van Buren,Barack Obama
air,5,1913-03-04,1997-01-20,Woodrow Wilson,William J. Clinton
airports,2,1997-01-20,2017-01-20,William J. Clinton,Donald J. Trump
alacrity,1,1837-03-04,1837-03-04,Martin van Buren,Martin van Buren
alamo,1,1985-01-21,1985-01-21,Ronald Reagan,Ronald Reagan
alarm,4,1801-03-04,1909-03-04,Thomas Jefferson,William Howard Taft
alarmed,3,1841-03-04,2009-01-20,William Henry Harrison,Barack Obama
alert,3,1921-03-04,1941-01-20,Warren G. Harding,Franklin D. Roosevelt
alien,3,1905-03-04,1941-01-20,Theodore Roosevelt,Franklin D. Roosevelt
alienate,1,1833-03-04,1833-03-04,Andrew Jackson,Andrew Jackson
alienated,1,1857-03-04,1857-03-04,James Buchanan,James Buchanan
alienation,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
aliens,2,1861-03-04,1909-03-04,Abraham Lincoln,William Howard Taft
alike,12,1821-03-04,1981-01-20,James Monroe,Ronald Reagan
aliment,1,1809-03-04,1809-03-04,James Madison,James Madison
alive,3,1909-03-04,1997-01-20,William Howard Taft,William J. Clinton
all,62,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
all-pervading,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
all-powerful,1,1841-04-09,1841-04-09,John Tyler,John Tyler
all-wise,1,1841-04-09,1841-04-09,John Tyler,John Tyler
allayed,2,1825-03-04,1837-03-04,John Quincy Adams,Martin van Buren
allegation,1,1881-03-04,1881-03-04,James A. Garfield,James A. Garfield
allegations,1,1881-03-04,1881-03-04,James A. Garfield,James A. Garfield
alleged,3,1837-03-04,1881-03-04,Martin van Buren,James A. Garfield
alleghanies,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
allegiance,5,1889-03-04,2017-01-20,Benjamin Harrison,Donald J. Trump
alleviate,2,1825-03-04,1913-03-04,John Quincy Adams,Woodrow Wilson
alliance,5,1841-03-04,1961-01-20,William Henry Harrison,John F. Kennedy
alliances,11,1801-03-04,2021-01-20,Thomas Jefferson,Joseph R. Biden
allied,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
allies,10,1841-03-04,2005-01-20,William Henry Harrison,George W. Bush
allocating,1,1989-01-20,1989-01-20,George Bush,George Bush
allotted,3,1789-04-30,1825-03-04,George Washington,John Quincy Adams
allow,6,1841-03-04,2017-01-20,William Henry Harrison,Donald J. Trump
allowed,6,1841-03-04,1985-01-21,William Henry Harrison,Ronald Reagan
allowing,1,2017-01-20,2017-01-20,Donald J. Trump,Donald J. Trump
allows,3,1861-03-04,1989-01-20,Abraham Lincoln,George Bush
allude,1,1833-03-04,1833-03-04,Andrew Jackson,Andrew Jackson
allured,1,1813-03-04,1813-03-04,James Madison,James Madison
alluring,3,1825-03-04,1909-03-04,John Quincy Adams,William Howard Taft
allusion,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
ally,3,1845-03-04,1985-01-21,James K. Polk,Ronald Reagan
almighty,25,1789-04-30,2017-01-20,George Washington,Donald J. Trump
almost,19,1817-03-04,1993-01-20,James Monroe,William J. Clinton
alone,33,1801-03-04,2013-01-21,Thomas Jefferson,Barack Obama
along,14,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
alongside,1,2009-01-20,2009-01-20,Barack Obama,Barack Obama
aloof,1,1817-03-04,1817-03-04,James Monroe,James Monroe
aloofness,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
already,23,1805-03-04,2009-01-20,Thomas Jefferson,Barack Obama
also,33,1805-03-04,2021-01-20,Thomas Jefferson,Joseph R. Biden
altar,1,1857-03-04,1857-03-04,James Buchanan,James Buchanan
altar-brightens,1,1965-01-20,1965-01-20,Lyndon B. Johnson,Lyndon B. Johnson
alter,3,1913-03-04,1961-01-20,Woodrow Wilson,John F. Kennedy
alteration,2,1789-04-30,1797-03-04,George Washington,John Adams
altercation,1,1797-03-04,1797-03-04,John Adams,John Adams
altered,4,1797-03-04,1921-03-04,John Adams,Warren G. Harding
alternative,2,1841-03-04,1861-03-04,William Henry Harrison,Abraham Lincoln
although,6,1841-03-04,1929-03-04,William Henry Harrison,Herbert Hoover
altogether,6,1821-03-04,1925-03-04,James Monroe,Calvin Coolidge
always,34,1809-03-04,2021-01-20,James Madison,Joseph R. Biden
am,37,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
amalgamated,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
amass,1,1953-01-20,1953-01-20,Dwight D. Eisenhower,Dwight D. Eisenhower
ambassadors,1,1849-03-05,1849-03-05,Zachary Taylor,Zachary Taylor
ambiguity,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
ambition,8,1841-03-04,1993-01-20,William Henry Harrison,William J. Clinton
ambitions,4,1885-03-04,2009-01-20,Grover Cleveland,Barack Obama
ambitious,3,1841-04-09,1977-01-20,John Tyler,Jimmy Carter
ambush,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
amelia,1,1821-03-04,1821-03-04,James Monroe,James Monroe
ameliorate,1,1865-04-17,1865-04-17,Andrew Johnson,Andrew Johnson
amen,4,1953-01-20,2021-01-20,Dwight D. Eisenhower,Joseph R. Biden
amendatory,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
amended,4,1861-03-04,1897-03-04,Abraham Lincoln,William McKinley
amending,1,1861-03-04,1861-03-04,Abraham Lincoln,Abraham Lincoln
amendment,7,1805-03-04,1929-03-04,Thomas Jefferson,Herbert Hoover
amendments,4,1841-03-04,1909-03-04,William Henry Harrison,William Howard Taft
america,32,1793-03-04,2021-01-20,George Washington,Joseph R. Biden
american,49,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
americanism,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
americans,21,1909-03-04,2021-01-20,William Howard Taft,Joseph R. Biden
americans-and,1,1969-01-20,1969-01-20,Richard Nixon,Richard Nixon
americans—all,1,2021-01-20,2021-01-20,Joseph R. Biden,Joseph R. Biden
american—is,1,2013-01-21,2013-01-21,Barack Obama,Barack Obama
americas,3,1941-01-20,2013-01-21,Franklin D. Roosevelt,Barack Obama
america—an,1,1985-01-21,1985-01-21,Ronald Reagan,Ronald Reagan
america—requires,1,2021-01-20,2021-01-20,Joseph R. Biden,Joseph R. Biden
amiable,1,1797-03-04,1797-03-04,John Adams,John Adams
amicable,3,1797-03-04,1861-03-04,John Adams,Abraham Lincoln
amicably,1,1877-03-05,1877-03-05,Rutherford B. Hayes,Rutherford B. Hayes
amid,4,1837-03-04,2021-01-20,Martin van Buren,Joseph R. Biden
amidst,5,1801-03-04,2009-01-20,Thomas Jefferson,Barack Obama
amity,7,1821-03-04,1925-03-04,James Monroe,Calvin Coolidge
amnesty,1,1901-03-04,1901-03-04,William McKinley,William McKinley
among,43,1789-04-30,2013-01-21,George Washington,Barack Obama
amongst,3,1841-03-04,1917-03-05,William Henry Harrison,Woodrow Wilson
amount,8,1805-03-04,1937-01-20,Thomas Jefferson,Franklin D. Roosevelt
amounts,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
ample,10,1837-03-04,1925-03-04,Martin van Buren,Calvin Coolidge
amply,4,1813-03-04,1897-03-04,James Madison,William McKinley
an,61,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
anarchy,3,1833-03-04,1861-03-04,Andrew Jackson,Abraham Lincoln
ancestors,5,1805-03-04,2009-01-20,Thomas Jefferson,Barack Obama
anchor,3,1801-03-04,2013-01-21,Thomas Jefferson,Barack Obama
ancient,21,1797-03-04,2013-01-21,John Adams,Barack Obama
and,62,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
andes,1,1953-01-20,1953-01-20,Dwight D. Eisenhower,Dwight D. Eisenhower
anew,9,1885-03-04,2021-01-20,Grover Cleveland,Joseph R. Biden
angel,2,1797-03-04,2001-01-20,John Adams,George W. Bush
angels,4,1801-03-04,2021-01-20,Thomas Jefferson,Joseph R. Biden
anger,2,1985-01-21,2021-01-20,Ronald Reagan,Joseph R. Biden
angry,1,1969-01-20,1969-01-20,Richard Nixon,Richard Nixon
anguish,1,1969-01-20,1969-01-20,Richard Nixon,Richard Nixon
anguished,1,1945-01-20,1945-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
animate,1,1877-03-05,1877-03-05,Rutherford B. Hayes,Rutherford B. Hayes
animated,3,1797-03-04,1829-03-04,John Adams,Andrew Jackson
animates,4,1841-03-04,1897-03-04,William Henry Harrison,William McKinley
animating,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
animation,2,1801-03-04,1825-03-04,Thomas Jefferson,John Quincy Adams
animosities,6,1789-04-30,1993-01-20,George Washington,William J. Clinton
animosity,1,1797-03-04,1797-03-04,John Adams,John Adams
annals,2,1825-03-04,1841-03-04,John Quincy Adams,William Henry Harrison
annexation,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
annexed,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
annihilate,1,1857-03-04,1857-03-04,James Buchanan,James Buchanan
annihilation,1,1833-03-04,1833-03-04,Andrew Jackson,Andrew Jackson
anniversary,5,1881-03-04,1985-01-21,James A. Garfield,Ronald Reagan
announce,5,1845-03-04,1901-03-04,James K. Polk,William McKinley
announced,2,1801-03-04,1877-03-05,Thomas Jefferson,Rutherford B. Hayes
announcement,1,1865-04-17,1865-04-17,Andrew Johnson,Andrew Johnson
announces,1,1821-03-04,1821-03-04,James Monroe,James Monroe
annoyance,2,1817-03-04,1821-03-04,James Monroe,James Monroe
annual,4,1841-03-04,1909-03-04,William Henry Harrison,William Howard Taft
annually,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
annul,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
another,34,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
answer,13,1801-03-04,2021-01-20,Thomas Jefferson,Joseph R. Biden
answerable,2,1853-03-04,1921-03-04,Franklin Pierce,Warren G. Harding
answered,4,1865-03-04,2021-01-20,Abraham Lincoln,Joseph R. Biden
antagonist,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
antagonistic,1,1897-03-04,1897-03-04,William McKinley,William McKinley
anthem,1,2021-01-20,2021-01-20,Joseph R. Biden,Joseph R. Biden
anthony,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
anticipate,3,1821-03-04,1861-03-04,James Monroe,Abraham Lincoln
anticipated,8,1809-03-04,1909-03-04,James Madison,William Howard Taft
anticipating,1,1881-03-04,1881-03-04,James A. Garfield,James A. Garfield
anticipation,3,1789-04-30,1901-03-04,George Washington,William McKinley
anticipations,1,1821-03-04,1821-03-04,James Monroe,James Monroe
antifederal,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
antipathies,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
antiphilosophists,1,1805-03-04,1805-03-04,Thomas Jefferson,Thomas Jefferson
antiquity,1,1797-03-04,1797-03-04,John Adams,John Adams
antirepublican,2,1801-03-04,1845-03-04,Thomas Jefferson,James K. Polk
antitrust,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
ants,1,1965-01-20,1965-01-20,Lyndon B. Johnson,Lyndon B. Johnson
anxieties,3,1789-04-30,1953-01-20,George Washington,Dwight D. Eisenhower
anxiety,12,1797-03-04,1937-01-20,John Adams,Franklin D. Roosevelt
anxious,9,1801-03-04,1969-01-20,Thomas Jefferson,Richard Nixon
anxiously,3,1829-03-04,1865-03-04,Andrew Jackson,Abraham Lincoln
any,53,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
anybody,1,2013-01-21,2013-01-21,Barack Obama,Barack Obama
anymore,1,1997-01-20,1997-01-20,William J. Clinton,William J. Clinton
anyone,8,1817-03-04,2017-01-20,James Monroe,Donald J. Trump
anything,7,1797-03-04,2017-01-20,John Adams,Donald J. Trump
anywhere,2,1861-03-04,1961-01-20,Abraham Lincoln,John F. Kennedy
apart,5,1917-03-05,2021-01-20,Woodrow Wilson,Joseph R. Biden
apathy,1,2001-01-20,2001-01-20,George W. Bush,George W. Bush
apollo,1,1969-01-20,1969-01-20,Richard Nixon,Richard Nixon
apologize,1,2009-01-20,2009-01-20,Barack Obama,Barack Obama
apology,2,1797-03-04,1885-03-04,John Adams,Grover Cleveland
app,5,1789-04-30,1933-03-04,George Washington,Franklin D. Roosevelt
appalachia,1,2013-01-21,2013-01-21,Barack Obama,Barack Obama
appalled,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
appalling,2,1841-03-04,1881-03-04,William Henry Harrison,James A. Garfield
apparent,5,1837-03-04,1897-03-04,Martin van Buren,William McKinley
apparently,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
appeal,12,1801-03-04,2005-01-20,Thomas Jefferson,George W. Bush
appealing,1,1849-03-05,1849-03-05,Zachary Taylor,Zachary Taylor
appeals,4,1821-03-04,1925-03-04,James Monroe,Calvin Coolidge
appear,13,1797-03-04,2001-01-20,John Adams,George W. Bush
appearance,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
appeared,4,1797-03-04,1877-03-05,John Adams,Rutherford B. Hayes
appearing,1,1865-03-04,1865-03-04,Abraham Lincoln,Abraham Lincoln
appears,4,1821-03-04,1929-03-04,James Monroe,Herbert Hoover
appeasement,1,1953-01-20,1953-01-20,Dwight D. Eisenhower,Dwight D. Eisenhower
appertain,2,1837-03-04,1841-03-04,Martin van Buren,William Henry Harrison
applauded,1,1797-03-04,1797-03-04,John Adams,John Adams
applicable,3,1861-03-04,1929-03-04,Abraham Lincoln,Herbert Hoover
applicants,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
application,9,1817-03-04,1949-01-20,James Monroe,Harry S. Truman
applied,5,1805-03-04,1925-03-04,Thomas Jefferson,Calvin Coolidge
applies,1,1953-01-20,1953-01-20,Dwight D. Eisenhower,Dwight D. Eisenhower
apply,8,1805-03-04,2009-01-20,Thomas Jefferson,Barack Obama
applying,2,1889-03-04,1949-01-20,Benjamin Harrison,Harry S. Truman
appoint,5,1849-03-05,1929-03-04,Zachary Taylor,Herbert Hoover
appointed,6,1829-03-04,1909-03-04,Andrew Jackson,William Howard Taft
appointee,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
appointees,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
appointing,5,1841-03-04,1901-03-04,William Henry Harrison,William McKinley
appointment,9,1829-03-04,1909-03-04,Andrew Jackson,William Howard Taft
appointments,4,1877-03-05,1909-03-04,Rutherford B. Hayes,William Howard Taft
appraisal,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
appraise,2,1921-03-04,1969-01-20,Warren G. Harding,Richard Nixon
appreciate,3,1845-03-04,1897-03-04,James K. Polk,William McKinley
appreciated,1,1817-03-04,1817-03-04,James Monroe,James Monroe
appreciating,2,1901-03-04,1953-01-20,William McKinley,Dwight D. Eisenhower
appreciation,3,1789-04-30,1909-03-04,George Washington,William Howard Taft
appreciative,1,1989-01-20,1989-01-20,George Bush,George Bush
apprehend,2,1821-03-04,1841-03-04,James Monroe,William Henry Harrison
apprehension,7,1805-03-04,1917-03-05,Thomas Jefferson,Woodrow Wilson
apprehensions,3,1837-03-04,1845-03-04,Martin van Buren,James K. Polk
apprehensive,1,1797-03-04,1797-03-04,John Adams,John Adams
apprised,1,1813-03-04,1813-03-04,James Madison,James Madison
approach,8,1801-03-04,1969-01-20,Thomas Jefferson,Richard Nixon
approached,2,1817-03-04,1869-03-04,James Monroe,Ulysses S. Grant
approaches,2,1841-03-04,1997-01-20,William Henry Harrison,William J. Clinton
approaching,6,1817-03-04,1969-01-20,James Monroe,Richard Nixon
approbation,7,1797-03-04,1853-03-04,John Adams,Franklin Pierce
appropriate,6,1833-03-04,1953-01-20,Andrew Jackson,Dwight D. Eisenhower
appropriately,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
appropriateness,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
appropriation,1,1829-03-04,1829-03-04,Andrew Jackson,Andrew Jackson
appropriations,3,1841-04-09,1909-03-04,John Tyler,William Howard Taft
approval,5,1869-03-04,1925-03-04,Ulysses S. Grant,Calvin Coolidge
approve,3,1805-03-04,1897-03-04,Thomas Jefferson,William McKinley
approved,7,1805-03-04,1985-01-21,Thomas Jefferson,Ronald Reagan
approving,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
approximate,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
approximated,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
april,3,1873-03-04,1901-03-04,Ulysses S. Grant,William McKinley
apt,2,1825-03-04,1829-03-04,John Quincy Adams,Andrew Jackson
aqueducts,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
arbitrament,2,1889-03-04,1921-03-04,Benjamin Harrison,Warren G. Harding
arbitrarily,2,1861-03-04,1897-03-04,Abraham Lincoln,William McKinley
arbitrary,2,1809-03-04,1845-03-04,James Madison,James K. Polk
arbitration,8,1877-03-05,1929-03-04,Rutherford B. Hayes,Herbert Hoover
archibald,1,1969-01-20,1969-01-20,Richard Nixon,Richard Nixon
archipelago,2,1901-03-04,1909-03-04,William McKinley,William Howard Taft
architects,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
ardent,9,1789-04-30,1917-03-05,George Washington,Woodrow Wilson
ardor,3,1797-03-04,1877-03-05,John Adams,Rutherford B. Hayes
arduous,9,1789-04-30,1933-03-04,George Washington,Franklin D. Roosevelt
are,62,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
area,4,1881-03-04,1985-01-21,James A. Garfield,Ronald Reagan
areas,5,1949-01-20,1989-01-20,Harry S. Truman,George Bush
argonne,2,1953-01-20,1981-01-20,Dwight D. Eisenhower,Ronald Reagan
argue,2,1917-03-05,1925-03-04,Woodrow Wilson,Calvin Coolidge
argued,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
argument,6,1821-03-04,1953-01-20,James Monroe,Dwight D. Eisenhower
arguments,3,1813-03-04,2009-01-20,James Madison,Barack Obama
arid,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
aright,1,1905-03-04,1905-03-04,Theodore Roosevelt,Theodore Roosevelt
arise,12,1797-03-04,2005-01-20,John Adams,George W. Bush
arisen,6,1821-03-04,1909-03-04,James Monroe,William Howard Taft
arises,3,1841-03-04,1909-03-04,William Henry Harrison,William Howard Taft
arising,3,1789-04-30,1841-03-04,George Washington,William Henry Harrison
aristocracy,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
ark,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
arlington,3,1981-01-20,2021-01-20,Ronald Reagan,Joseph R. Biden
arm,4,1841-04-09,1985-01-21,John Tyler,Ronald Reagan
armament,2,1889-03-04,1929-03-04,Benjamin Harrison,Herbert Hoover
armaments,7,1805-03-04,1977-01-20,Thomas Jefferson,Jimmy Carter
